Simulation_ID,Stock_Basket,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Total_Invested,Final_Value,Net_Profit,XIRR_Pct,Capital_Multiple,Beat_NiftyBeES,XIRR_Bucket,Bucket_Sort
2875,IDEA + ITC + SBIN + TCS + YESBANK,IDEA,ITC,SBIN,TCS,YESBANK,2010000.0,3820484.48,1810484.48,7.26,1.9,0,< 8% (Lagging Market),1
2876,LT + M&M + SBIN + TATAPOWER + YESBANK,LT,M&M,SBIN,TATAPOWER,YESBANK,2010000.0,7247486.4,5237486.4,13.94,3.61,1,12% - 15% (Index Level),3
2877,ASIANPAINT + ITC + MARUTI + TATAPOWER + TRENT,ASIANPAINT,ITC,MARUTI,TATAPOWER,TRENT,2010000.0,10892229.84,8882229.84,18.04,5.42,1,18% - 22% (High Alpha),5
2878,HDFCBANK + ICICIBANK + ITC + SBIN + TMPV,HDFCBANK,ICICIBANK,ITC,SBIN,TMPV,2010000.0,5743572.67,3733572.67,11.55,2.86,1,8% - 12% (Moderate),2
2879,ASIANPAINT + BAJFINANCE + ITC + LT + TMPV,ASIANPAINT,BAJFINANCE,ITC,LT,TMPV,2010000.0,22597283.29,20587283.29,25.28,11.24,1,> 22% (Exceptional),6
2880,ICICIBANK + INFY + TMPV + TRENT + YESBANK,ICICIBANK,INFY,TMPV,TRENT,YESBANK,2010000.0,8991172.34,6981172.34,16.12,4.47,1,15% - 18% (Solid Alpha),4
2881,ASIANPAINT + IDEA + INFY + LT + TATAPOWER,ASIANPAINT,IDEA,INFY,LT,TATAPOWER,2010000.0,6023407.29,4013407.29,12.04,3.0,1,12% - 15% (Index Level),3
2882,BAJFINANCE + ITC + MARUTI + SUZLON + TATAPOWER,BAJFINANCE,ITC,MARUTI,SUZLON,TATAPOWER,2010000.0,24148635.54,22138635.54,25.93,12.01,1,> 22% (Exceptional),6
2883,INFY + MARUTI + TATAPOWER + TITAN + TMPV,INFY,MARUTI,TATAPOWER,TITAN,TMPV,2010000.0,9504112.01,7494112.01,16.68,4.73,1,15% - 18% (Solid Alpha),4
2884,ASIANPAINT + ICICIBANK + INFY + TMPV + TRENT,ASIANPAINT,ICICIBANK,INFY,TMPV,TRENT,2010000.0,10167994.87,8157994.87,17.35,5.06,1,15% - 18% (Solid Alpha),4
2885,ASIANPAINT + IDEA + M&M + MARUTI + TRENT,ASIANPAINT,IDEA,M&M,MARUTI,TRENT,2010000.0,11116100.9,9106100.9,18.25,5.53,1,18% - 22% (High Alpha),5
2886,ASIANPAINT + INFY + SUZLON + TITAN + YESBANK,ASIANPAINT,INFY,SUZLON,TITAN,YESBANK,2010000.0,9227783.06,7217783.06,16.38,4.59,1,15% - 18% (Solid Alpha),4
2887,HDFCBANK + ICICIBANK + LT + SBIN + TRENT,HDFCBANK,ICICIBANK,LT,SBIN,TRENT,2010000.0,11657715.71,9647715.71,18.72,5.8,1,18% - 22% (High Alpha),5
2888,BAJFINANCE + M&M + MARUTI + RELIANCE + SBIN,BAJFINANCE,M&M,MARUTI,RELIANCE,SBIN,2010000.0,25279171.8,23269171.8,26.38,12.58,1,> 22% (Exceptional),6
2889,HDFCBANK + ICICIBANK + ITC + M&M + MARUTI,HDFCBANK,ICICIBANK,ITC,M&M,MARUTI,2010000.0,7662447.76,5652447.76,14.5,3.81,1,12% - 15% (Index Level),3
2890,ITC + M&M + MARUTI + SUZLON + TMPV,ITC,M&M,MARUTI,SUZLON,TMPV,2010000.0,6775346.46,4765346.46,13.25,3.37,1,12% - 15% (Index Level),3
2891,BAJFINANCE + HDFCBANK + ITC + TATAPOWER + YESBANK,BAJFINANCE,HDFCBANK,ITC,TATAPOWER,YESBANK,2010000.0,22106029.86,20096029.86,25.06,11.0,1,> 22% (Exceptional),6
2892,IDEA + INFY + RELIANCE + TMPV + TRENT,IDEA,INFY,RELIANCE,TMPV,TRENT,2010000.0,8666524.12,6656524.12,15.75,4.31,1,15% - 18% (Solid Alpha),4
2893,IDEA + RELIANCE + TCS + TMPV + YESBANK,IDEA,RELIANCE,TCS,TMPV,YESBANK,2010000.0,3548219.82,1538219.82,6.46,1.77,0,< 8% (Lagging Market),1
2894,HDFCBANK + ICICIBANK + LT + SBIN + TMPV,HDFCBANK,ICICIBANK,LT,SBIN,TMPV,2010000.0,6682506.39,4672506.39,13.11,3.32,1,12% - 15% (Index Level),3
2895,ICICIBANK + INFY + MARUTI + SBIN + TITAN,ICICIBANK,INFY,MARUTI,SBIN,TITAN,2010000.0,10906199.61,8896199.61,18.06,5.43,1,18% - 22% (High Alpha),5
2896,ASIANPAINT + ICICIBANK + MARUTI + TATAPOWER + TRENT,ASIANPAINT,ICICIBANK,MARUTI,TATAPOWER,TRENT,2010000.0,12131384.05,10121384.05,19.12,6.04,1,18% - 22% (High Alpha),5
2897,ITC + M&M + SBIN + TATAPOWER + YESBANK,ITC,M&M,SBIN,TATAPOWER,YESBANK,2010000.0,6308552.67,4298552.67,12.52,3.14,1,12% - 15% (Index Level),3
2898,ICICIBANK + IDEA + LT + M&M + TRENT,ICICIBANK,IDEA,LT,M&M,TRENT,2010000.0,11553514.66,9543514.66,18.63,5.75,1,18% - 22% (High Alpha),5
2899,BAJFINANCE + M&M + TCS + TRENT + YESBANK,BAJFINANCE,M&M,TCS,TRENT,YESBANK,2010000.0,27171215.13,25161215.13,27.1,13.52,1,> 22% (Exceptional),6
2900,ASIANPAINT + HDFCBANK + M&M + SUZLON + TCS,ASIANPAINT,HDFCBANK,M&M,SUZLON,TCS,2010000.0,7470187.68,5460187.68,14.25,3.72,1,12% - 15% (Index Level),3
2901,BAJFINANCE + ITC + SUZLON + TITAN + TMPV,BAJFINANCE,ITC,SUZLON,TITAN,TMPV,2010000.0,26077953.25,24067953.25,26.69,12.97,1,> 22% (Exceptional),6
2902,ASIANPAINT + HDFCBANK + ICICIBANK + M&M + SBIN,ASIANPAINT,HDFCBANK,ICICIBANK,M&M,SBIN,2010000.0,8234730.63,6224730.63,15.23,4.1,1,15% - 18% (Solid Alpha),4
2903,ASIANPAINT + IDEA + LT + TCS + TMPV,ASIANPAINT,IDEA,LT,TCS,TMPV,2010000.0,4850227.65,2840227.65,9.79,2.41,0,8% - 12% (Moderate),2
2904,ASIANPAINT + BAJFINANCE + INFY + SBIN + TMPV,ASIANPAINT,BAJFINANCE,INFY,SBIN,TMPV,2010000.0,22697184.29,20687184.29,25.32,11.29,1,> 22% (Exceptional),6
2905,IDEA + INFY + LT + TCS + YESBANK,IDEA,INFY,LT,TCS,YESBANK,2010000.0,4162511.15,2152511.15,8.17,2.07,0,8% - 12% (Moderate),2
2906,IDEA + INFY + M&M + SUZLON + TITAN,IDEA,INFY,M&M,SUZLON,TITAN,2010000.0,10056470.22,8046470.22,17.24,5.0,1,15% - 18% (Solid Alpha),4
2907,ASIANPAINT + LT + SBIN + TMPV + TRENT,ASIANPAINT,LT,SBIN,TMPV,TRENT,2010000.0,10464681.45,8454681.45,17.64,5.21,1,15% - 18% (Solid Alpha),4
2908,BAJFINANCE + ICICIBANK + RELIANCE + SBIN + TRENT,BAJFINANCE,ICICIBANK,RELIANCE,SBIN,TRENT,2010000.0,28756789.34,26746789.34,27.66,14.31,1,> 22% (Exceptional),6
2909,ICICIBANK + MARUTI + SBIN + TCS + TITAN,ICICIBANK,MARUTI,SBIN,TCS,TITAN,2010000.0,10924241.88,8914241.88,18.07,5.43,1,18% - 22% (High Alpha),5
2910,ITC + LT + SUZLON + TMPV + YESBANK,ITC,LT,SUZLON,TMPV,YESBANK,2010000.0,4816396.95,2806396.95,9.72,2.4,0,8% - 12% (Moderate),2
2911,ASIANPAINT + LT + MARUTI + SBIN + TRENT,ASIANPAINT,LT,MARUTI,SBIN,TRENT,2010000.0,11725954.75,9715954.75,18.78,5.83,1,18% - 22% (High Alpha),5
2912,BAJFINANCE + SUZLON + TITAN + TMPV + YESBANK,BAJFINANCE,SUZLON,TITAN,TMPV,YESBANK,2010000.0,25648673.78,23638673.78,26.53,12.76,1,> 22% (Exceptional),6
2913,HDFCBANK + M&M + RELIANCE + TCS + TMPV,HDFCBANK,M&M,RELIANCE,TCS,TMPV,2010000.0,6214774.8,4204774.8,12.37,3.09,1,12% - 15% (Index Level),3
2914,ICICIBANK + IDEA + SBIN + SUZLON + TITAN,ICICIBANK,IDEA,SBIN,SUZLON,TITAN,2010000.0,10417058.8,8407058.8,17.6,5.18,1,15% - 18% (Solid Alpha),4
2915,BAJFINANCE + ICICIBANK + ITC + LT + TRENT,BAJFINANCE,ICICIBANK,ITC,LT,TRENT,2010000.0,28064103.74,26054103.74,27.41,13.96,1,> 22% (Exceptional),6
2916,INFY + M&M + RELIANCE + SBIN + YESBANK,INFY,M&M,RELIANCE,SBIN,YESBANK,2010000.0,6420185.24,4410185.24,12.7,3.19,1,12% - 15% (Index Level),3
2917,ASIANPAINT + SBIN + TITAN + TMPV + YESBANK,ASIANPAINT,SBIN,TITAN,TMPV,YESBANK,2010000.0,8503071.87,6493071.87,15.56,4.23,1,15% - 18% (Solid Alpha),4
2918,ASIANPAINT + TATAPOWER + TITAN + TRENT + YESBANK,ASIANPAINT,TATAPOWER,TITAN,TRENT,YESBANK,2010000.0,13583490.01,11573490.01,20.24,6.76,1,18% - 22% (High Alpha),5
2919,HDFCBANK + MARUTI + SBIN + SUZLON + TITAN,HDFCBANK,MARUTI,SBIN,SUZLON,TITAN,2010000.0,10932838.52,8922838.52,18.08,5.44,1,18% - 22% (High Alpha),5
2920,HDFCBANK + INFY + RELIANCE + TCS + TRENT,HDFCBANK,INFY,RELIANCE,TCS,TRENT,2010000.0,9935475.27,7925475.27,17.12,4.94,1,15% - 18% (Solid Alpha),4
2921,ASIANPAINT + BAJFINANCE + LT + MARUTI + YESBANK,ASIANPAINT,BAJFINANCE,LT,MARUTI,YESBANK,2010000.0,23429277.13,21419277.13,25.63,11.66,1,> 22% (Exceptional),6
2922,INFY + M&M + MARUTI + SBIN + SUZLON,INFY,M&M,MARUTI,SBIN,SUZLON,2010000.0,8082323.39,6072323.39,15.04,4.02,1,15% - 18% (Solid Alpha),4
2923,ICICIBANK + IDEA + ITC + MARUTI + TMPV,ICICIBANK,IDEA,ITC,MARUTI,TMPV,2010000.0,5157030.04,3147030.04,10.43,2.57,0,8% - 12% (Moderate),2
2924,HDFCBANK + M&M + TATAPOWER + TMPV + TRENT,HDFCBANK,M&M,TATAPOWER,TMPV,TRENT,2010000.0,10792167.06,8782167.06,17.95,5.37,1,15% - 18% (Solid Alpha),4
2925,HDFCBANK + INFY + LT + TCS + TITAN,HDFCBANK,INFY,LT,TCS,TITAN,2010000.0,9467264.17,7457264.17,16.64,4.71,1,15% - 18% (Solid Alpha),4
2926,ASIANPAINT + BAJFINANCE + HDFCBANK + M&M + TMPV,ASIANPAINT,BAJFINANCE,HDFCBANK,M&M,TMPV,2010000.0,23567103.16,21557103.16,25.69,11.72,1,> 22% (Exceptional),6
2927,BAJFINANCE + HDFCBANK + MARUTI + SUZLON + TRENT,BAJFINANCE,HDFCBANK,MARUTI,SUZLON,TRENT,2010000.0,28365903.85,26355903.85,27.52,14.11,1,> 22% (Exceptional),6
2928,BAJFINANCE + HDFCBANK + ITC + RELIANCE + YESBANK,BAJFINANCE,HDFCBANK,ITC,RELIANCE,YESBANK,2010000.0,21996698.6,19986698.6,25.01,10.94,1,> 22% (Exceptional),6
2929,BAJFINANCE + INFY + M&M + MARUTI + RELIANCE,BAJFINANCE,INFY,M&M,MARUTI,RELIANCE,2010000.0,24682264.75,22672264.75,26.15,12.28,1,> 22% (Exceptional),6
2930,ASIANPAINT + HDFCBANK + LT + M&M + TCS,ASIANPAINT,HDFCBANK,LT,M&M,TCS,2010000.0,7355645.37,5345645.37,14.09,3.66,1,12% - 15% (Index Level),3
2931,ASIANPAINT + ICICIBANK + SUZLON + TCS + TRENT,ASIANPAINT,ICICIBANK,SUZLON,TCS,TRENT,2010000.0,11507655.39,9497655.39,18.59,5.73,1,18% - 22% (High Alpha),5
2932,BAJFINANCE + HDFCBANK + ICICIBANK + IDEA + M&M,BAJFINANCE,HDFCBANK,ICICIBANK,IDEA,M&M,2010000.0,23998334.59,21988334.59,25.87,11.94,1,> 22% (Exceptional),6
2933,HDFCBANK + IDEA + ITC + M&M + YESBANK,HDFCBANK,IDEA,ITC,M&M,YESBANK,2010000.0,4672361.08,2662361.08,9.4,2.32,0,8% - 12% (Moderate),2
2934,BAJFINANCE + RELIANCE + SUZLON + TCS + TITAN,BAJFINANCE,RELIANCE,SUZLON,TCS,TITAN,2010000.0,27398850.01,25388850.01,27.18,13.63,1,> 22% (Exceptional),6
2935,LT + SBIN + TATAPOWER + TCS + TITAN,LT,SBIN,TATAPOWER,TCS,TITAN,2010000.0,10553970.01,8543970.01,17.73,5.25,1,15% - 18% (Solid Alpha),4
2936,ICICIBANK + IDEA + M&M + TCS + TRENT,ICICIBANK,IDEA,M&M,TCS,TRENT,2010000.0,10853587.05,8843587.05,18.01,5.4,1,18% - 22% (High Alpha),5
2937,ASIANPAINT + IDEA + LT + SBIN + TATAPOWER,ASIANPAINT,IDEA,LT,SBIN,TATAPOWER,2010000.0,6620314.34,4610314.34,13.01,3.29,1,12% - 15% (Index Level),3
2938,BAJFINANCE + IDEA + M&M + SUZLON + TATAPOWER,BAJFINANCE,IDEA,M&M,SUZLON,TATAPOWER,2010000.0,24302455.2,22292455.2,25.99,12.09,1,> 22% (Exceptional),6
2939,ICICIBANK + ITC + MARUTI + SBIN + TATAPOWER,ICICIBANK,ITC,MARUTI,SBIN,TATAPOWER,2010000.0,7494644.76,5484644.76,14.28,3.73,1,12% - 15% (Index Level),3
2940,IDEA + INFY + ITC + MARUTI + RELIANCE,IDEA,INFY,ITC,MARUTI,RELIANCE,2010000.0,5220730.32,3210730.32,10.56,2.6,0,8% - 12% (Moderate),2
2941,BAJFINANCE + M&M + MARUTI + TATAPOWER + TRENT,BAJFINANCE,M&M,MARUTI,TATAPOWER,TRENT,2010000.0,29277699.29,27267699.29,27.83,14.57,1,> 22% (Exceptional),6
2942,INFY + SUZLON + TITAN + TRENT + YESBANK,INFY,SUZLON,TITAN,TRENT,YESBANK,2010000.0,13187307.09,11177307.09,19.95,6.56,1,18% - 22% (High Alpha),5
2943,HDFCBANK + INFY + MARUTI + RELIANCE + TRENT,HDFCBANK,INFY,MARUTI,RELIANCE,TRENT,2010000.0,10689600.26,8679600.26,17.86,5.32,1,15% - 18% (Solid Alpha),4
2944,ASIANPAINT + IDEA + LT + SBIN + TRENT,ASIANPAINT,IDEA,LT,SBIN,TRENT,2010000.0,10404301.74,8394301.74,17.58,5.18,1,15% - 18% (Solid Alpha),4
2945,ITC + M&M + TCS + TMPV + TRENT,ITC,M&M,TCS,TMPV,TRENT,2010000.0,9674812.55,7664812.55,16.86,4.81,1,15% - 18% (Solid Alpha),4
2946,INFY + LT + TATAPOWER + TITAN + TRENT,INFY,LT,TATAPOWER,TITAN,TRENT,2010000.0,14425123.96,12415123.96,20.84,7.18,1,18% - 22% (High Alpha),5
2947,IDEA + INFY + RELIANCE + SBIN + TCS,IDEA,INFY,RELIANCE,SBIN,TCS,2010000.0,5284476.22,3274476.22,10.69,2.63,0,8% - 12% (Moderate),2
2948,ASIANPAINT + M&M + SUZLON + TITAN + YESBANK,ASIANPAINT,M&M,SUZLON,TITAN,YESBANK,2010000.0,10482291.91,8472291.91,17.66,5.22,1,15% - 18% (Solid Alpha),4
2949,ITC + LT + MARUTI + SUZLON + YESBANK,ITC,LT,MARUTI,SUZLON,YESBANK,2010000.0,6077670.25,4067670.25,12.14,3.02,1,12% - 15% (Index Level),3
2950,INFY + LT + RELIANCE + SBIN + TATAPOWER,INFY,LT,RELIANCE,SBIN,TATAPOWER,2010000.0,7236005.46,5226005.46,13.92,3.6,1,12% - 15% (Index Level),3
2951,IDEA + MARUTI + TATAPOWER + TCS + TRENT,IDEA,MARUTI,TATAPOWER,TCS,TRENT,2010000.0,10055170.96,8045170.96,17.24,5.0,1,15% - 18% (Solid Alpha),4
2952,BAJFINANCE + M&M + MARUTI + TATAPOWER + TCS,BAJFINANCE,M&M,MARUTI,TATAPOWER,TCS,2010000.0,24809638.29,22799638.29,26.2,12.34,1,> 22% (Exceptional),6
2953,ASIANPAINT + IDEA + M&M + TCS + TRENT,ASIANPAINT,IDEA,M&M,TCS,TRENT,2010000.0,10361975.91,8351975.91,17.54,5.16,1,15% - 18% (Solid Alpha),4
2954,LT + M&M + SBIN + SUZLON + TATAPOWER,LT,M&M,SBIN,SUZLON,TATAPOWER,2010000.0,8730241.89,6720241.89,15.82,4.34,1,15% - 18% (Solid Alpha),4
2955,M&M + TATAPOWER + TCS + TMPV + TRENT,M&M,TATAPOWER,TCS,TMPV,TRENT,2010000.0,10597892.25,8587892.25,17.77,5.27,1,15% - 18% (Solid Alpha),4
2956,ASIANPAINT + IDEA + M&M + SBIN + TRENT,ASIANPAINT,IDEA,M&M,SBIN,TRENT,2010000.0,10940840.69,8930840.69,18.09,5.44,1,18% - 22% (High Alpha),5
2957,ASIANPAINT + SBIN + SUZLON + TITAN + TMPV,ASIANPAINT,SBIN,SUZLON,TITAN,TMPV,2010000.0,9985827.37,7975827.37,17.17,4.97,1,15% - 18% (Solid Alpha),4
2958,INFY + ITC + RELIANCE + SUZLON + TMPV,INFY,ITC,RELIANCE,SUZLON,TMPV,2010000.0,5341454.97,3331454.97,10.8,2.66,0,8% - 12% (Moderate),2
2959,ASIANPAINT + INFY + SUZLON + TCS + TMPV,ASIANPAINT,INFY,SUZLON,TCS,TMPV,2010000.0,5514255.7,3504255.7,11.13,2.74,0,8% - 12% (Moderate),2
2960,ICICIBANK + M&M + SBIN + TATAPOWER + YESBANK,ICICIBANK,M&M,SBIN,TATAPOWER,YESBANK,2010000.0,7547706.88,5537706.88,14.35,3.76,1,12% - 15% (Index Level),3
2961,HDFCBANK + INFY + LT + SUZLON + YESBANK,HDFCBANK,INFY,LT,SUZLON,YESBANK,2010000.0,5738783.91,3728783.91,11.54,2.86,1,8% - 12% (Moderate),2
2962,HDFCBANK + LT + RELIANCE + SBIN + YESBANK,HDFCBANK,LT,RELIANCE,SBIN,YESBANK,2010000.0,6095963.37,4085963.37,12.17,3.03,1,12% - 15% (Index Level),3
2963,ASIANPAINT + INFY + MARUTI + TMPV + TRENT,ASIANPAINT,INFY,MARUTI,TMPV,TRENT,2010000.0,9921971.76,7911971.76,17.11,4.94,1,15% - 18% (Solid Alpha),4
2964,HDFCBANK + INFY + ITC + MARUTI + TMPV,HDFCBANK,INFY,ITC,MARUTI,TMPV,2010000.0,4900642.5,2890642.5,9.9,2.44,0,8% - 12% (Moderate),2
2965,HDFCBANK + M&M + MARUTI + RELIANCE + SUZLON,HDFCBANK,M&M,MARUTI,RELIANCE,SUZLON,2010000.0,8290518.03,6280518.03,15.3,4.12,1,15% - 18% (Solid Alpha),4
2966,IDEA + INFY + TATAPOWER + TCS + YESBANK,IDEA,INFY,TATAPOWER,TCS,YESBANK,2010000.0,4146657.13,2136657.13,8.13,2.06,0,8% - 12% (Moderate),2
2967,M&M + SBIN + SUZLON + TMPV + YESBANK,M&M,SBIN,SUZLON,TMPV,YESBANK,2010000.0,6170806.79,4160806.79,12.29,3.07,1,12% - 15% (Index Level),3
2968,ASIANPAINT + M&M + TATAPOWER + TMPV + YESBANK,ASIANPAINT,M&M,TATAPOWER,TMPV,YESBANK,2010000.0,5970082.65,3960082.65,11.95,2.97,1,8% - 12% (Moderate),2
2969,ASIANPAINT + M&M + MARUTI + RELIANCE + TCS,ASIANPAINT,M&M,MARUTI,RELIANCE,TCS,2010000.0,7790310.26,5780310.26,14.67,3.88,1,12% - 15% (Index Level),3
2970,ITC + M&M + MARUTI + TCS + TRENT,ITC,M&M,MARUTI,TCS,TRENT,2010000.0,10936085.85,8926085.85,18.08,5.44,1,18% - 22% (High Alpha),5
2971,BAJFINANCE + ITC + LT + M&M + TMPV,BAJFINANCE,ITC,LT,M&M,TMPV,2010000.0,23325212.9,21315212.9,25.59,11.6,1,> 22% (Exceptional),6
2972,ASIANPAINT + INFY + SBIN + TATAPOWER + TRENT,ASIANPAINT,INFY,SBIN,TATAPOWER,TRENT,2010000.0,10937933.47,8927933.47,18.08,5.44,1,18% - 22% (High Alpha),5
2973,BAJFINANCE + HDFCBANK + ICICIBANK + IDEA + RELIANCE,BAJFINANCE,HDFCBANK,ICICIBANK,IDEA,RELIANCE,2010000.0,23336610.35,21326610.35,25.59,11.61,1,> 22% (Exceptional),6
2974,BAJFINANCE + M&M + RELIANCE + SUZLON + TCS,BAJFINANCE,M&M,RELIANCE,SUZLON,TCS,2010000.0,24760651.96,22750651.96,26.18,12.32,1,> 22% (Exceptional),6
2975,ICICIBANK + IDEA + ITC + TATAPOWER + TCS,ICICIBANK,IDEA,ITC,TATAPOWER,TCS,2010000.0,5594126.97,3584126.97,11.28,2.78,1,8% - 12% (Moderate),2
2976,ITC + RELIANCE + SBIN + TITAN + YESBANK,ITC,RELIANCE,SBIN,TITAN,YESBANK,2010000.0,8837419.45,6827419.45,15.95,4.4,1,15% - 18% (Solid Alpha),4
2977,HDFCBANK + ICICIBANK + TATAPOWER + TMPV + TRENT,HDFCBANK,ICICIBANK,TATAPOWER,TMPV,TRENT,2010000.0,10555848.59,8545848.59,17.73,5.25,1,15% - 18% (Solid Alpha),4
2978,ASIANPAINT + BAJFINANCE + ICICIBANK + ITC + TRENT,ASIANPAINT,BAJFINANCE,ICICIBANK,ITC,TRENT,2010000.0,27872713.09,25862713.09,27.35,13.87,1,> 22% (Exceptional),6
2979,LT + MARUTI + SBIN + TITAN + TMPV,LT,MARUTI,SBIN,TITAN,TMPV,2010000.0,10116873.08,8106873.08,17.3,5.03,1,15% - 18% (Solid Alpha),4
2980,ITC + M&M + RELIANCE + SBIN + TMPV,ITC,M&M,RELIANCE,SBIN,TMPV,2010000.0,6360358.66,4350358.66,12.6,3.16,1,12% - 15% (Index Level),3
2981,BAJFINANCE + HDFCBANK + IDEA + LT + TCS,BAJFINANCE,HDFCBANK,IDEA,LT,TCS,2010000.0,22461647.54,20451647.54,25.22,11.17,1,> 22% (Exceptional),6
2982,HDFCBANK + INFY + ITC + RELIANCE + SUZLON,HDFCBANK,INFY,ITC,RELIANCE,SUZLON,2010000.0,6042878.09,4032878.09,12.08,3.01,1,12% - 15% (Index Level),3
2983,IDEA + LT + RELIANCE + SUZLON + TATAPOWER,IDEA,LT,RELIANCE,SUZLON,TATAPOWER,2010000.0,6922124.85,4912124.85,13.47,3.44,1,12% - 15% (Index Level),3
2984,ICICIBANK + ITC + SUZLON + TRENT + YESBANK,ICICIBANK,ITC,SUZLON,TRENT,YESBANK,2010000.0,10091826.75,8081826.75,17.28,5.02,1,15% - 18% (Solid Alpha),4
2985,ITC + LT + M&M + RELIANCE + TRENT,ITC,LT,M&M,RELIANCE,TRENT,2010000.0,11456630.82,9446630.82,18.55,5.7,1,18% - 22% (High Alpha),5
2986,ITC + M&M + TITAN + TMPV + TRENT,ITC,M&M,TITAN,TMPV,TRENT,2010000.0,13549477.16,11539477.16,20.22,6.74,1,18% - 22% (High Alpha),5
2987,IDEA + RELIANCE + TATAPOWER + TITAN + TRENT,IDEA,RELIANCE,TATAPOWER,TITAN,TRENT,2010000.0,13750452.92,11740452.92,20.36,6.84,1,18% - 22% (High Alpha),5
2988,INFY + ITC + M&M + SBIN + TITAN,INFY,ITC,M&M,SBIN,TITAN,2010000.0,10149386.99,8139386.99,17.34,5.05,1,15% - 18% (Solid Alpha),4
2989,ICICIBANK + ITC + M&M + TITAN + YESBANK,ICICIBANK,ITC,M&M,TITAN,YESBANK,2010000.0,9920427.01,7910427.01,17.11,4.94,1,15% - 18% (Solid Alpha),4
2990,ASIANPAINT + M&M + MARUTI + SBIN + TCS,ASIANPAINT,M&M,MARUTI,SBIN,TCS,2010000.0,7794432.7,5784432.7,14.68,3.88,1,12% - 15% (Index Level),3
2991,IDEA + ITC + LT + SBIN + YESBANK,IDEA,ITC,LT,SBIN,YESBANK,2010000.0,4520412.1,2510412.1,9.05,2.25,0,8% - 12% (Moderate),2
2992,ASIANPAINT + BAJFINANCE + LT + TCS + TITAN,ASIANPAINT,BAJFINANCE,LT,TCS,TITAN,2010000.0,27218102.33,25208102.33,27.11,13.54,1,> 22% (Exceptional),6
2993,LT + MARUTI + RELIANCE + SBIN + SUZLON,LT,MARUTI,RELIANCE,SBIN,SUZLON,2010000.0,8138569.05,6128569.05,15.11,4.05,1,15% - 18% (Solid Alpha),4
2994,BAJFINANCE + ITC + M&M + MARUTI + TITAN,BAJFINANCE,ITC,M&M,MARUTI,TITAN,2010000.0,27761223.2,25751223.2,27.31,13.81,1,> 22% (Exceptional),6
2995,ASIANPAINT + BAJFINANCE + M&M + SBIN + TITAN,ASIANPAINT,BAJFINANCE,M&M,SBIN,TITAN,2010000.0,28333506.06,26323506.06,27.51,14.1,1,> 22% (Exceptional),6
2996,BAJFINANCE + INFY + ITC + TMPV + YESBANK,BAJFINANCE,INFY,ITC,TMPV,YESBANK,2010000.0,20702490.86,18692490.86,24.41,10.3,1,> 22% (Exceptional),6
2997,ITC + MARUTI + SBIN + TITAN + TMPV,ITC,MARUTI,SBIN,TITAN,TMPV,2010000.0,9177939.36,7167939.36,16.33,4.57,1,15% - 18% (Solid Alpha),4
2998,BAJFINANCE + ITC + LT + M&M + TATAPOWER,BAJFINANCE,ITC,LT,M&M,TATAPOWER,2010000.0,24516434.81,22506434.81,26.08,12.2,1,> 22% (Exceptional),6
2999,ASIANPAINT + M&M + MARUTI + TATAPOWER + YESBANK,ASIANPAINT,M&M,MARUTI,TATAPOWER,YESBANK,2010000.0,7231355.95,5221355.95,13.91,3.6,1,12% - 15% (Index Level),3
3000,ICICIBANK + IDEA + M&M + TATAPOWER + TRENT,ICICIBANK,IDEA,M&M,TATAPOWER,TRENT,2010000.0,11537660.64,9527660.64,18.62,5.74,1,18% - 22% (High Alpha),5
3001,LT + SUZLON + TCS + TITAN + YESBANK,LT,SUZLON,TCS,TITAN,YESBANK,2010000.0,9437215.99,7427215.99,16.61,4.7,1,15% - 18% (Solid Alpha),4
3002,IDEA + INFY + ITC + SBIN + TRENT,IDEA,INFY,ITC,SBIN,TRENT,2010000.0,8938788.78,6928788.78,16.06,4.45,1,15% - 18% (Solid Alpha),4
3003,ASIANPAINT + IDEA + LT + MARUTI + TITAN,ASIANPAINT,IDEA,LT,MARUTI,TITAN,2010000.0,9986165.56,7976165.56,17.17,4.97,1,15% - 18% (Solid Alpha),4
3004,IDEA + INFY + ITC + TCS + YESBANK,IDEA,INFY,ITC,TCS,YESBANK,2010000.0,3223577.43,1213577.43,5.41,1.6,0,< 8% (Lagging Market),1
3005,BAJFINANCE + IDEA + SBIN + TATAPOWER + TCS,BAJFINANCE,IDEA,SBIN,TATAPOWER,TCS,2010000.0,22830383.49,20820383.49,25.38,11.36,1,> 22% (Exceptional),6
3006,HDFCBANK + IDEA + ITC + RELIANCE + YESBANK,HDFCBANK,IDEA,ITC,RELIANCE,YESBANK,2010000.0,4010636.84,2000636.84,7.78,2.0,0,< 8% (Lagging Market),1
3007,ASIANPAINT + HDFCBANK + ICICIBANK + IDEA + ITC,ASIANPAINT,HDFCBANK,ICICIBANK,IDEA,ITC,2010000.0,5612865.15,3602865.15,11.31,2.79,1,8% - 12% (Moderate),2
3008,HDFCBANK + SUZLON + TATAPOWER + TITAN + YESBANK,HDFCBANK,SUZLON,TATAPOWER,TITAN,YESBANK,2010000.0,9615636.78,7605636.78,16.79,4.78,1,15% - 18% (Solid Alpha),4
