SIP_Date,Ticker,Year_Month,Year,Month_Number,SIP_Buy_Price,SIP_Close_Price,Day_of_Month_Executed
2018-01-01,NIFTYBEES.NS,2018-01,2018,1,107.814,107.814,1
2018-02-01,NIFTYBEES.NS,2018-02,2018,2,113.503,113.503,1
2018-03-01,NIFTYBEES.NS,2018-03,2018,3,108.119,108.119,1
2018-04-02,NIFTYBEES.NS,2018-04,2018,4,105.812,105.812,2
2018-05-02,NIFTYBEES.NS,2018-05,2018,5,110.771,110.771,2
2018-06-01,NIFTYBEES.NS,2018-06,2018,6,110.992,110.992,1
2018-07-02,NIFTYBEES.NS,2018-07,2018,7,110.997,110.997,2
2018-08-01,NIFTYBEES.NS,2018-08,2018,8,118.124,118.124,1
2018-09-03,NIFTYBEES.NS,2018-09,2018,9,120.765,120.765,3
2018-10-01,NIFTYBEES.NS,2018-10,2018,10,114.955,114.955,1
2018-11-01,NIFTYBEES.NS,2018-11,2018,11,108.639,108.639,1
2018-12-03,NIFTYBEES.NS,2018-12,2018,12,113.799,113.799,3
2019-01-01,NIFTYBEES.NS,2019-01,2019,1,113.984,113.984,1
2019-02-01,NIFTYBEES.NS,2019-02,2019,2,113.857,113.857,1
2019-03-01,NIFTYBEES.NS,2019-03,2019,3,113.71,113.71,1
2019-04-01,NIFTYBEES.NS,2019-04,2019,4,122.08,122.08,1
2019-05-02,NIFTYBEES.NS,2019-05,2019,5,123.179,123.179,2
2019-06-03,NIFTYBEES.NS,2019-06,2019,6,126.798,126.798,3
2019-07-01,NIFTYBEES.NS,2019-07,2019,7,124.934,124.934,1
2019-08-01,NIFTYBEES.NS,2019-08,2019,8,116.273,116.273,1
2019-09-03,NIFTYBEES.NS,2019-09,2019,9,114.517,114.517,3
2019-10-01,NIFTYBEES.NS,2019-10,2019,10,120.503,120.503,1
2019-11-01,NIFTYBEES.NS,2019-11,2019,11,126.141,126.141,1
2019-12-02,NIFTYBEES.NS,2019-12,2019,12,127.634,127.634,2
2020-01-01,NIFTYBEES.NS,2020-01,2020,1,129.42,129.42,1
2020-02-03,NIFTYBEES.NS,2020-02,2020,2,124.42,124.42,3
2020-03-02,NIFTYBEES.NS,2020-03,2020,3,118.39,118.39,2
2020-04-01,NIFTYBEES.NS,2020-04,2020,4,89.35,89.35,1
2020-05-04,NIFTYBEES.NS,2020-05,2020,5,98.8,98.8,4
2020-06-01,NIFTYBEES.NS,2020-06,2020,6,104.42,104.42,1
2020-07-01,NIFTYBEES.NS,2020-07,2020,7,111.04,111.04,1
2020-08-03,NIFTYBEES.NS,2020-08,2020,8,116.17,116.17,3
2020-09-01,NIFTYBEES.NS,2020-09,2020,9,122.15,122.15,1
2020-10-01,NIFTYBEES.NS,2020-10,2020,10,121.61,121.61,1
2020-11-02,NIFTYBEES.NS,2020-11,2020,11,124.37,124.37,2
2020-12-01,NIFTYBEES.NS,2020-12,2020,12,139.79,139.79,1
2021-01-01,NIFTYBEES.NS,2021-01,2021,1,149.57,149.57,1
2021-02-01,NIFTYBEES.NS,2021-02,2021,2,152.52,152.52,1
2021-03-01,NIFTYBEES.NS,2021-03,2021,3,158.01,158.01,1
2021-04-01,NIFTYBEES.NS,2021-04,2021,4,158.7,158.7,1
2021-05-03,NIFTYBEES.NS,2021-05,2021,5,156.97,156.97,3
2021-06-01,NIFTYBEES.NS,2021-06,2021,6,166.88,166.88,1
2021-07-01,NIFTYBEES.NS,2021-07,2021,7,168.92,168.92,1
2021-08-02,NIFTYBEES.NS,2021-08,2021,8,171.0,171.0,2
2021-09-01,NIFTYBEES.NS,2021-09,2021,9,184.31,184.31,1
2021-10-01,NIFTYBEES.NS,2021-10,2021,10,189.22,189.22,1
2021-11-01,NIFTYBEES.NS,2021-11,2021,11,193.84,193.84,1
2021-12-01,NIFTYBEES.NS,2021-12,2021,12,185.72,185.72,1
2022-01-03,NIFTYBEES.NS,2022-01,2022,1,190.72,190.72,3
2022-02-01,NIFTYBEES.NS,2022-02,2022,2,189.7,189.7,1
2022-03-02,NIFTYBEES.NS,2022-03,2022,3,180.1,180.1,2
2022-04-01,NIFTYBEES.NS,2022-04,2022,4,190.47,190.47,1
2022-05-02,NIFTYBEES.NS,2022-05,2022,5,185.12,185.12,2
2022-06-01,NIFTYBEES.NS,2022-06,2022,6,179.59,179.59,1
2022-07-01,NIFTYBEES.NS,2022-07,2022,7,171.64,171.64,1
2022-08-01,NIFTYBEES.NS,2022-08,2022,8,188.63,188.63,1
2022-09-01,NIFTYBEES.NS,2022-09,2022,9,191.82,191.82,1
2022-10-03,NIFTYBEES.NS,2022-10,2022,10,184.25,184.25,3
2022-11-01,NIFTYBEES.NS,2022-11,2022,11,197.98,197.98,1
2022-12-01,NIFTYBEES.NS,2022-12,2022,12,205.54,205.54,1
2023-01-02,NIFTYBEES.NS,2023-01,2023,1,199.34,199.34,2
2023-02-01,NIFTYBEES.NS,2023-02,2023,2,193.13,193.13,1
2023-03-01,NIFTYBEES.NS,2023-03,2023,3,191.28,191.28,1
2023-04-03,NIFTYBEES.NS,2023-04,2023,4,190.56,190.56,3
2023-05-02,NIFTYBEES.NS,2023-05,2023,5,198.39,198.39,2
2023-06-01,NIFTYBEES.NS,2023-06,2023,6,202.99,202.99,1
2023-07-03,NIFTYBEES.NS,2023-07,2023,7,212.3,212.3,3
2023-08-01,NIFTYBEES.NS,2023-08,2023,8,217.23,217.23,1
2023-09-01,NIFTYBEES.NS,2023-09,2023,9,214.27,214.27,1
2023-10-03,NIFTYBEES.NS,2023-10,2023,10,215.57,215.57,3
2023-11-01,NIFTYBEES.NS,2023-11,2023,11,209.99,209.99,1
2023-12-01,NIFTYBEES.NS,2023-12,2023,12,223.75,223.75,1
2024-01-01,NIFTYBEES.NS,2024-01,2024,1,240.35,240.35,1
2024-02-01,NIFTYBEES.NS,2024-02,2024,2,240.03,240.03,1
2024-03-01,NIFTYBEES.NS,2024-03,2024,3,246.85,246.85,1
2024-04-01,NIFTYBEES.NS,2024-04,2024,4,248.19,248.19,1
2024-05-02,NIFTYBEES.NS,2024-05,2024,5,250.84,250.84,2
2024-06-03,NIFTYBEES.NS,2024-06,2024,6,258.14,258.14,3
2024-07-01,NIFTYBEES.NS,2024-07,2024,7,268.3,268.3,1
2024-08-01,NIFTYBEES.NS,2024-08,2024,8,278.33,278.33,1
2024-09-02,NIFTYBEES.NS,2024-09,2024,9,281.45,281.45,2
2024-10-01,NIFTYBEES.NS,2024-10,2024,10,288.27,288.27,1
2024-11-01,NIFTYBEES.NS,2024-11,2024,11,270.64,270.64,1
2024-12-02,NIFTYBEES.NS,2024-12,2024,12,271.38,271.38,2
2025-01-01,NIFTYBEES.NS,2025-01,2025,1,265.59,265.59,1
2025-02-01,NIFTYBEES.NS,2025-02,2025,2,262.13,262.13,1
2025-03-03,NIFTYBEES.NS,2025-03,2025,3,248.05,248.05,3
2025-04-01,NIFTYBEES.NS,2025-04,2025,4,259.6,259.6,1
2025-05-02,NIFTYBEES.NS,2025-05,2025,5,271.77,271.77,2
2025-06-02,NIFTYBEES.NS,2025-06,2025,6,277.6,277.6,2
2025-07-01,NIFTYBEES.NS,2025-07,2025,7,286.84,286.84,1
2025-08-01,NIFTYBEES.NS,2025-08,2025,8,277.35,277.35,1
2025-09-01,NIFTYBEES.NS,2025-09,2025,9,278.18,278.18,1
2025-10-01,NIFTYBEES.NS,2025-10,2025,10,280.51,280.51,1
2025-11-03,NIFTYBEES.NS,2025-11,2025,11,291.35,291.35,3
2025-12-01,NIFTYBEES.NS,2025-12,2025,12,296.1,296.1,1
2026-01-01,NIFTYBEES.NS,2026-01,2026,1,295.33,295.33,1
2026-02-02,NIFTYBEES.NS,2026-02,2026,2,283.94,283.94,2
2026-03-02,NIFTYBEES.NS,2026-03,2026,3,281.93,281.93,2
2026-04-01,NIFTYBEES.NS,2026-04,2026,4,257.45,257.45,1
2026-05-01,NIFTYBEES.NS,2026-05,2026,5,272.01,272.01,1
2026-06-01,NIFTYBEES.NS,2026-06,2026,6,265.52,265.52,1
2026-07-01,NIFTYBEES.NS,2026-07,2026,7,272.87,272.87,1
2026-08-03,NIFTYBEES.NS,2026-08,2026,8,279.87,279.87,3
2026-09-01,NIFTYBEES.NS,2026-09,2026,9,273.25,273.25,1
2010-01-04,RELIANCE.NS,2010-01,2010,1,217.5871,245.8412,4
2010-02-01,RELIANCE.NS,2010-02,2010,2,211.4975,238.9609,1
2010-03-02,RELIANCE.NS,2010-03,2010,3,198.9137,224.743,2
2010-04-01,RELIANCE.NS,2010-04,2010,4,220.9353,249.6243,1
2010-05-03,RELIANCE.NS,2010-05,2010,5,207.1174,234.012,3
2010-06-01,RELIANCE.NS,2010-06,2010,6,205.9593,230.9947,1
2010-07-01,RELIANCE.NS,2010-07,2010,7,219.3495,246.0126,1
2010-08-02,RELIANCE.NS,2010-08,2010,8,206.7745,231.9091,2
2010-09-01,RELIANCE.NS,2010-09,2010,9,190.8061,213.9996,1
2010-10-01,RELIANCE.NS,2010-10,2010,10,205.4192,230.389,1
2010-11-01,RELIANCE.NS,2010-11,2010,11,222.804,249.8871,1
2010-12-01,RELIANCE.NS,2010-12,2010,12,201.5264,226.023,1
2011-01-03,RELIANCE.NS,2011-01,2011,1,215.1408,241.2924,3
2011-02-01,RELIANCE.NS,2011-02,2011,2,182.511,204.6962,1
2011-03-01,RELIANCE.NS,2011-03,2011,3,201.5366,226.0345,1
2011-04-01,RELIANCE.NS,2011-04,2011,4,211.2277,236.9036,1
2011-05-02,RELIANCE.NS,2011-05,2011,5,196.6248,220.5256,2
2011-06-01,RELIANCE.NS,2011-06,2011,6,194.7476,216.4225,1
2011-07-01,RELIANCE.NS,2011-07,2011,7,177.2948,197.0273,1
2011-08-01,RELIANCE.NS,2011-08,2011,8,170.8978,189.9183,1
2011-09-02,RELIANCE.NS,2011-09,2011,9,165.6733,184.1123,2
2011-10-03,RELIANCE.NS,2011-10,2011,10,162.1251,180.1693,3
2011-11-01,RELIANCE.NS,2011-11,2011,11,177.0171,196.7187,1
2011-12-01,RELIANCE.NS,2011-12,2011,12,164.3466,182.638,1
2012-01-02,RELIANCE.NS,2012-01,2012,1,145.3305,161.5054,2
2012-02-01,RELIANCE.NS,2012-02,2012,2,170.9698,189.9983,1
2012-03-01,RELIANCE.NS,2012-03,2012,3,166.8046,185.3695,1
2012-04-02,RELIANCE.NS,2012-04,2012,4,152.324,169.2773,2
2012-05-02,RELIANCE.NS,2012-05,2012,5,152.9411,169.963,2
2012-06-01,RELIANCE.NS,2012-06,2012,6,142.8115,156.6366,1
2012-07-02,RELIANCE.NS,2012-07,2012,7,153.6799,168.5572,2
2012-08-01,RELIANCE.NS,2012-08,2012,8,155.6286,170.6945,1
2012-09-03,RELIANCE.NS,2012-09,2012,9,159.0256,174.4204,3
2012-10-01,RELIANCE.NS,2012-10,2012,10,173.708,190.5241,1
2012-11-01,RELIANCE.NS,2012-11,2012,11,168.206,184.4895,1
2012-12-03,RELIANCE.NS,2012-12,2012,12,167.56,183.7809,3
2013-01-01,RELIANCE.NS,2013-01,2013,1,175.2085,192.1699,1
2013-02-01,RELIANCE.NS,2013-02,2013,2,186.3167,204.3534,1
2013-03-01,RELIANCE.NS,2013-03,2013,3,168.8937,185.2438,1
2013-04-01,RELIANCE.NS,2013-04,2013,4,162.2976,178.0092,1
2013-05-02,RELIANCE.NS,2013-05,2013,5,167.3307,183.5294,2
2013-06-03,RELIANCE.NS,2013-06,2013,6,166.1853,180.1007,3
2013-07-01,RELIANCE.NS,2013-07,2013,7,186.8135,202.4561,1
2013-08-01,RELIANCE.NS,2013-08,2013,8,179.2836,194.2957,1
2013-09-02,RELIANCE.NS,2013-09,2013,9,187.0349,202.6961,2
2013-10-01,RELIANCE.NS,2013-10,2013,10,173.2617,187.7697,1
2013-11-01,RELIANCE.NS,2013-11,2013,11,191.5697,207.6107,1
2013-12-02,RELIANCE.NS,2013-12,2013,12,180.4014,195.5072,2
2014-01-01,RELIANCE.NS,2014-01,2014,1,187.4673,203.1647,1
2014-02-03,RELIANCE.NS,2014-02,2014,2,173.1457,187.6439,3
2014-03-03,RELIANCE.NS,2014-03,2014,3,169.4546,183.6437,3
2014-04-01,RELIANCE.NS,2014-04,2014,4,198.8149,215.4625,1
2014-05-02,RELIANCE.NS,2014-05,2014,5,195.7565,212.148,2
2014-06-02,RELIANCE.NS,2014-06,2014,6,230.5119,247.3727,2
2014-07-01,RELIANCE.NS,2014-07,2014,7,214.707,230.4118,1
2014-08-01,RELIANCE.NS,2014-08,2014,8,207.9549,223.1658,1
2014-09-01,RELIANCE.NS,2014-09,2014,9,216.0064,231.8062,1
2014-10-01,RELIANCE.NS,2014-10,2014,10,197.4964,211.9423,1
2014-11-03,RELIANCE.NS,2014-11,2014,11,213.5036,229.1203,3
2014-12-01,RELIANCE.NS,2014-12,2014,12,204.8237,219.8056,1
2015-01-01,RELIANCE.NS,2015-01,2015,1,189.1254,202.959,1
2015-02-02,RELIANCE.NS,2015-02,2015,2,193.4174,207.565,2
2015-03-02,RELIANCE.NS,2015-03,2015,3,184.0878,197.553,2
2015-04-01,RELIANCE.NS,2015-04,2015,4,178.0812,191.107,1
2015-05-04,RELIANCE.NS,2015-05,2015,5,189.775,203.6562,4
2015-06-01,RELIANCE.NS,2015-06,2015,6,194.6033,206.2392,1
2015-07-01,RELIANCE.NS,2015-07,2015,7,216.9053,229.8747,1
2015-08-03,RELIANCE.NS,2015-08,2015,8,216.2151,229.1432,3
2015-09-01,RELIANCE.NS,2015-09,2015,9,181.1444,191.9756,1
2015-10-01,RELIANCE.NS,2015-10,2015,10,186.5043,197.6559,1
2015-11-02,RELIANCE.NS,2015-11,2015,11,207.0161,219.3941,2
2015-12-01,RELIANCE.NS,2015-12,2015,12,208.3317,220.7885,1
2016-01-01,RELIANCE.NS,2016-01,2016,1,218.9975,232.0919,1
2016-02-01,RELIANCE.NS,2016-02,2016,2,222.222,235.5092,1
2016-03-01,RELIANCE.NS,2016-03,2016,3,211.6533,224.3087,1
2016-04-01,RELIANCE.NS,2016-04,2016,4,225.6292,236.4579,1
2016-05-02,RELIANCE.NS,2016-05,2016,5,215.2687,225.6002,2
2016-06-01,RELIANCE.NS,2016-06,2016,6,207.9946,217.9769,1
2016-07-01,RELIANCE.NS,2016-07,2016,7,212.3242,222.5143,1
2016-08-01,RELIANCE.NS,2016-08,2016,8,220.1872,230.7547,1
2016-09-01,RELIANCE.NS,2016-09,2016,9,224.4841,235.2578,1
2016-10-03,RELIANCE.NS,2016-10,2016,10,237.8982,249.3157,3
2016-11-01,RELIANCE.NS,2016-11,2016,11,229.239,240.2409,1
2016-12-01,RELIANCE.NS,2016-12,2016,12,217.6244,228.0689,1
2017-01-02,RELIANCE.NS,2017-01,2017,1,236.6767,248.0356,2
2017-02-01,RELIANCE.NS,2017-02,2017,2,228.9445,239.9323,1
2017-03-01,RELIANCE.NS,2017-03,2017,3,269.2632,282.1859,1
2017-04-03,RELIANCE.NS,2017-04,2017,4,299.8319,314.2219,3
2017-05-02,RELIANCE.NS,2017-05,2017,5,298.9377,313.2847,2
2017-06-01,RELIANCE.NS,2017-06,2017,6,289.7114,303.6156,1
2017-07-03,RELIANCE.NS,2017-07,2017,7,301.2279,315.6848,3
2017-08-01,RELIANCE.NS,2017-08,2017,8,352.5499,366.556,1
2017-09-01,RELIANCE.NS,2017-09,2017,9,353.9789,368.0418,1
2017-10-03,RELIANCE.NS,2017-10,2017,10,351.033,364.9788,3
2017-11-01,RELIANCE.NS,2017-11,2017,11,418.8344,435.4738,1
2017-12-01,RELIANCE.NS,2017-12,2017,12,400.1692,416.0671,1
2018-01-01,RELIANCE.NS,2018-01,2018,1,400.0153,415.9071,1
2018-02-01,RELIANCE.NS,2018-02,2018,2,415.009,431.4965,1
2018-03-01,RELIANCE.NS,2018-03,2018,3,417.0096,433.5766,1
2018-04-02,RELIANCE.NS,2018-04,2018,4,392.6283,408.2267,2
2018-05-02,RELIANCE.NS,2018-05,2018,5,427.6943,444.6857,2
2018-06-01,RELIANCE.NS,2018-06,2018,6,409.161,425.4162,1
2018-07-02,RELIANCE.NS,2018-07,2018,7,425.1974,439.154,2
2018-08-01,RELIANCE.NS,2018-08,2018,8,527.7785,545.1023,1
2018-09-03,RELIANCE.NS,2018-09,2018,9,544.0676,561.926,3
2018-10-01,RELIANCE.NS,2018-10,2018,10,545.1964,563.0918,1
2018-11-01,RELIANCE.NS,2018-11,2018,11,467.5356,482.882,1
2018-12-03,RELIANCE.NS,2018-12,2018,12,511.8879,528.6901,3
2019-01-01,RELIANCE.NS,2019-01,2019,1,496.1964,512.4835,1
2019-02-01,RELIANCE.NS,2019-02,2019,2,553.2744,571.4351,1
2019-03-01,RELIANCE.NS,2019-03,2019,3,542.6954,560.5088,1
2019-04-01,RELIANCE.NS,2019-04,2019,4,616.0847,636.307,1
2019-05-02,RELIANCE.NS,2019-05,2019,5,621.9275,642.3416,2
2019-06-03,RELIANCE.NS,2019-06,2019,6,602.0753,621.8377,3
2019-07-01,RELIANCE.NS,2019-07,2019,7,561.6403,580.0756,1
2019-08-01,RELIANCE.NS,2019-08,2019,8,522.4227,539.5706,1
2019-09-03,RELIANCE.NS,2019-09,2019,9,537.2031,551.5255,3
2019-10-01,RELIANCE.NS,2019-10,2019,10,581.0645,596.5564,1
2019-11-01,RELIANCE.NS,2019-11,2019,11,648.749,666.0457,1
2019-12-02,RELIANCE.NS,2019-12,2019,12,706.4594,725.2944,2
2020-01-01,RELIANCE.NS,2020-01,2020,1,672.2162,690.1383,1
2020-02-03,RELIANCE.NS,2020-02,2020,2,616.9553,633.404,3
2020-03-02,RELIANCE.NS,2020-03,2020,3,586.074,601.6995,2
2020-04-01,RELIANCE.NS,2020-04,2020,4,481.1182,493.9454,1
2020-05-04,RELIANCE.NS,2020-05,2020,5,639.0864,656.1252,4
2020-06-01,RELIANCE.NS,2020-06,2020,6,683.4204,701.6413,1
2020-07-01,RELIANCE.NS,2020-07,2020,7,781.0775,801.9021,1
2020-08-03,RELIANCE.NS,2020-08,2020,8,906.751,927.1532,3
2020-09-01,RELIANCE.NS,2020-09,2020,9,942.0687,963.2656,1
2020-10-01,RELIANCE.NS,2020-10,2020,10,1004.3542,1026.9525,1
2020-11-02,RELIANCE.NS,2020-11,2020,11,847.3766,866.4429,2
2020-12-01,RELIANCE.NS,2020-12,2020,12,882.3333,902.186,1
2021-01-01,RELIANCE.NS,2021-01,2021,1,897.0471,917.231,1
2021-02-01,RELIANCE.NS,2021-02,2021,2,855.433,874.6807,1
2021-03-01,RELIANCE.NS,2021-03,2021,3,948.5907,969.9342,1
2021-04-01,RELIANCE.NS,2021-04,2021,4,912.5507,933.0834,1
2021-05-03,RELIANCE.NS,2021-05,2021,5,884.2063,904.1013,3
2021-06-01,RELIANCE.NS,2021-06,2021,6,978.9209,1000.947,1
2021-07-01,RELIANCE.NS,2021-07,2021,7,950.1992,968.2036,1
2021-08-02,RELIANCE.NS,2021-08,2021,8,938.6724,956.4584,2
2021-09-01,RELIANCE.NS,2021-09,2021,9,1026.8102,1046.2662,1
2021-10-01,RELIANCE.NS,2021-10,2021,10,1143.0289,1164.6871,1
2021-11-01,RELIANCE.NS,2021-11,2021,11,1149.415,1171.1943,1
2021-12-01,RELIANCE.NS,2021-12,2021,12,1117.3485,1138.5201,1
2022-01-03,RELIANCE.NS,2022-01,2022,1,1088.7466,1109.3763,3
2022-02-01,RELIANCE.NS,2022-02,2022,2,1077.3558,1097.7697,1
2022-03-02,RELIANCE.NS,2022-03,2022,3,1086.3463,1106.9304,2
2022-04-01,RELIANCE.NS,2022-04,2022,4,1202.882,1225.6743,1
2022-05-02,RELIANCE.NS,2022-05,2022,5,1259.3156,1283.1772,2
2022-06-01,RELIANCE.NS,2022-06,2022,6,1192.7593,1215.3599,1
2022-07-01,RELIANCE.NS,2022-07,2022,7,1090.9434,1111.6146,1
2022-08-01,RELIANCE.NS,2022-08,2022,8,1166.1958,1188.2928,1
2022-09-01,RELIANCE.NS,2022-09,2022,9,1163.4347,1181.6241,1
2022-10-03,RELIANCE.NS,2022-10,2022,10,1076.6907,1093.5239,3
2022-11-01,RELIANCE.NS,2022-11,2022,11,1149.553,1167.5254,1
2022-12-01,RELIANCE.NS,2022-12,2022,12,1237.4558,1256.8025,1
2023-01-02,RELIANCE.NS,2023-01,2023,1,1170.4779,1188.7775,2
2023-02-01,RELIANCE.NS,2023-02,2023,2,1063.2405,1079.8635,1
2023-03-01,RELIANCE.NS,2023-03,2023,3,1065.0579,1081.7095,1
2023-04-03,RELIANCE.NS,2023-04,2023,4,1059.4008,1075.9637,3
2023-05-02,RELIANCE.NS,2023-05,2023,5,1109.2026,1126.5442,2
2023-06-01,RELIANCE.NS,2023-06,2023,6,1119.2902,1136.7894,1
2023-07-03,RELIANCE.NS,2023-07,2023,7,1188.5629,1207.1451,3
2023-08-01,RELIANCE.NS,2023-08,2023,8,1237.2563,1256.6,1
2023-09-01,RELIANCE.NS,2023-09,2023,9,1191.9509,1206.325,1
2023-10-03,RELIANCE.NS,2023-10,2023,10,1145.2638,1159.075,3
2023-11-01,RELIANCE.NS,2023-11,2023,11,1135.0127,1148.7,1
2023-12-01,RELIANCE.NS,2023-12,2023,12,1182.8853,1197.15,1
2024-01-01,RELIANCE.NS,2024-01,2024,1,1279.6929,1295.125,1
2024-02-01,RELIANCE.NS,2024-02,2024,2,1409.6506,1426.65,1
2024-03-01,RELIANCE.NS,2024-03,2024,3,1474.3455,1492.125,1
2024-04-01,RELIANCE.NS,2024-04,2024,4,1467.0831,1484.775,1
2024-05-02,RELIANCE.NS,2024-05,2024,5,1449.0753,1466.55,2
2024-06-03,RELIANCE.NS,2024-06,2024,6,1492.3286,1510.325,3
2024-07-01,RELIANCE.NS,2024-07,2024,7,1541.5599,1560.15,1
2024-08-01,RELIANCE.NS,2024-08,2024,8,1497.2444,1515.3,1
2024-09-02,RELIANCE.NS,2024-09,2024,9,1503.2678,1516.25,2
2024-10-01,RELIANCE.NS,2024-10,2024,10,1452.2831,1464.825,1
2024-11-01,RELIANCE.NS,2024-11,2024,11,1327.1885,1338.65,1
2024-12-02,RELIANCE.NS,2024-12,2024,12,1297.941,1309.15,2
2025-01-01,RELIANCE.NS,2025-01,2025,1,1210.7936,1221.25,1
2025-02-01,RELIANCE.NS,2025-02,2025,2,1253.7725,1264.6,1
2025-03-03,RELIANCE.NS,2025-03,2025,3,1161.2217,1171.25,3
2025-04-01,RELIANCE.NS,2025-04,2025,4,1241.8751,1252.6,1
2025-05-02,RELIANCE.NS,2025-05,2025,5,1407.6437,1419.8,2
2025-06-02,RELIANCE.NS,2025-06,2025,6,1401.5958,1413.7,2
2025-07-01,RELIANCE.NS,2025-07,2025,7,1515.3138,1528.4,1
2025-08-01,RELIANCE.NS,2025-08,2025,8,1381.7671,1393.7,1
2025-09-01,RELIANCE.NS,2025-09,2025,9,1347.6689,1353.9,1
2025-10-01,RELIANCE.NS,2025-10,2025,10,1362.4008,1368.7,1
2025-11-03,RELIANCE.NS,2025-11,2025,11,1477.8669,1484.7,3
2025-12-01,RELIANCE.NS,2025-12,2025,12,1558.8923,1566.1,1
2026-01-01,RELIANCE.NS,2026-01,2026,1,1568.3485,1575.6,1
2026-02-02,RELIANCE.NS,2026-02,2026,2,1384.001,1390.4,2
2026-03-02,RELIANCE.NS,2026-03,2026,3,1351.75,1358.0,2
2026-04-01,RELIANCE.NS,2026-04,2026,4,1362.8984,1369.2,1
2026-05-01,RELIANCE.NS,2026-05,2026,5,1424.2151,1430.8,1
2026-06-01,RELIANCE.NS,2026-06,2026,6,1313.9249,1320.0,1
2026-07-01,RELIANCE.NS,2026-07,2026,7,1308.0,1308.0,1
2026-08-03,RELIANCE.NS,2026-08,2026,8,1319.0,1319.0,3
2026-09-01,RELIANCE.NS,2026-09,2026,9,1309.0,1309.0,1
2010-01-04,SBIN.NS,2010-01,2010,1,185.3587,229.12,4
2010-02-01,SBIN.NS,2010-02,2010,2,163.5197,202.125,1
2010-03-02,SBIN.NS,2010-03,2010,3,161.5499,198.665,2
2010-04-01,SBIN.NS,2010-04,2010,4,170.9787,210.26,1
2010-05-03,SBIN.NS,2010-05,2010,5,186.799,229.715,3
2010-06-01,SBIN.NS,2010-06,2010,6,179.6837,220.965,1
2010-07-01,SBIN.NS,2010-07,2010,7,185.5863,226.225,1
2010-08-02,SBIN.NS,2010-08,2010,8,212.1742,258.635,2
2010-09-01,SBIN.NS,2010-09,2010,9,227.7734,277.65,1
2010-10-01,SBIN.NS,2010-10,2010,10,268.4346,327.215,1
2010-11-01,SBIN.NS,2010-11,2010,11,262.3885,319.845,1
2010-12-01,SBIN.NS,2010-12,2010,12,254.3244,310.015,1
2011-01-03,SBIN.NS,2011-01,2011,1,231.5142,282.21,3
2011-02-01,SBIN.NS,2011-02,2011,2,212.8059,259.405,1
2011-03-01,SBIN.NS,2011-03,2011,3,221.9365,270.535,1
2011-04-01,SBIN.NS,2011-04,2011,4,223.1014,271.955,1
2011-05-02,SBIN.NS,2011-05,2011,5,220.8987,269.27,2
2011-06-01,SBIN.NS,2011-06,2011,6,193.5793,232.92,1
2011-07-01,SBIN.NS,2011-07,2011,7,201.1506,242.03,1
2011-08-01,SBIN.NS,2011-08,2011,8,194.9007,234.51,1
2011-09-02,SBIN.NS,2011-09,2011,9,165.6752,199.345,2
2011-10-03,SBIN.NS,2011-10,2011,10,154.7172,186.16,3
2011-11-01,SBIN.NS,2011-11,2011,11,158.0249,190.14,1
2011-12-01,SBIN.NS,2011-12,2011,12,151.6047,182.415,1
2012-01-02,SBIN.NS,2012-01,2012,1,135.2736,162.765,2
2012-02-01,SBIN.NS,2012-02,2012,2,172.6731,207.765,1
2012-03-01,SBIN.NS,2012-03,2012,3,184.3998,221.875,1
2012-04-02,SBIN.NS,2012-04,2012,4,177.0571,213.04,2
2012-05-02,SBIN.NS,2012-05,2012,5,177.9048,214.06,2
2012-06-01,SBIN.NS,2012-06,2012,6,171.6403,202.825,1
2012-07-02,SBIN.NS,2012-07,2012,7,184.6471,218.195,2
2012-08-01,SBIN.NS,2012-08,2012,8,172.0761,203.34,1
2012-09-03,SBIN.NS,2012-09,2012,9,156.6151,185.07,3
2012-10-01,SBIN.NS,2012-10,2012,10,192.111,227.015,1
2012-11-01,SBIN.NS,2012-11,2012,11,179.0238,211.55,1
2012-12-03,SBIN.NS,2012-12,2012,12,186.5173,220.405,3
2013-01-01,SBIN.NS,2013-01,2013,1,205.3379,242.645,1
2013-02-01,SBIN.NS,2013-02,2013,2,204.1447,241.235,1
2013-03-01,SBIN.NS,2013-03,2013,3,176.667,208.765,1
2013-04-01,SBIN.NS,2013-04,2013,4,176.9166,209.06,1
2013-05-02,SBIN.NS,2013-05,2013,5,194.5905,229.945,2
2013-06-03,SBIN.NS,2013-06,2013,6,178.5885,206.985,3
2013-07-01,SBIN.NS,2013-07,2013,7,173.9078,201.56,1
2013-08-01,SBIN.NS,2013-08,2013,8,145.228,168.32,1
2013-09-02,SBIN.NS,2013-09,2013,9,130.832,151.635,2
2013-10-01,SBIN.NS,2013-10,2013,10,141.7897,164.335,1
2013-11-01,SBIN.NS,2013-11,2013,11,162.1218,187.9,1
2013-12-02,SBIN.NS,2013-12,2013,12,157.2168,182.215,2
2014-01-01,SBIN.NS,2014-01,2014,1,152.2901,176.505,1
2014-02-03,SBIN.NS,2014-02,2014,2,128.4162,148.835,3
2014-03-03,SBIN.NS,2014-03,2014,3,131.0046,151.835,3
2014-04-01,SBIN.NS,2014-04,2014,4,164.8471,189.365,1
2014-05-02,SBIN.NS,2014-05,2014,5,178.3011,204.82,2
2014-06-02,SBIN.NS,2014-06,2014,6,231.5587,264.47,2
